City,Property_Type,BHK,Size_in_SqFt,Age_of_Property,Furnished_Status,Public_Transport,Nearby_Schools,Nearby_Hospitals,Parking,Security,Price_in_Lakhs,Good_Investment
Indore,Apartment,3,1347,28,Fully-Furnished,Medium,0.0,8,No,No,50.98,0
Delhi,Apartment,1,568,5,Unfurnished,Medium,10.0,4,Yes,Yes,89.46,0
Mumbai,Apartment,2,1081,36,Semi-Furnished,Medium,9.0,8,Yes,Yes,218.02,1
Mumbai,Apartment,4,1748,0,Fully-Furnished,High,9.0,7,Yes,Yes,433.66,0
Pune,Independent House,1,484,0,Unfurnished,High,4.0,6,No,No,44.62,0
Bangalore,Apartment,4,1700,26,Semi-Furnished,Medium,9.0,0,No,Yes,110.04,1
Pune,Independent House,2,1141,20,Unfurnished,High,9.0,3,Yes,Yes,90.72,0
Pune,Villa,3,1445,15,Fully-Furnished,Medium,2.0,8,Yes,Yes,145.49,0
Pune,Apartment,3,1513,39,Unfurnished,Low,7.0,7,No,Yes,89.9,1
Pune,Villa,3,1427,25,Semi-Furnished,Medium,9.0,3,Yes,Yes,96.11,1
Jaipur,Apartment,2,904,15,Semi-Furnished,Medium,0.0,0,Yes,Yes,43.43,0
Jaipur,Apartment,2,1104,27,Unfurnished,High,10.0,3,Yes,Yes,60.37,0
Delhi,Villa,1,665,0,Unfurnished,Low,1.0,2,Yes,Yes,125.65,0
Mumbai,Apartment,3,1447,35,Unfurnished,Medium,2.0,5,Yes,Yes,261.35,1
Pune,Apartment,4,1931,9,Unfurnished,Medium,2.0,4,No,No,173.22,0
Delhi,Apartment,1,520,16,Fully-Furnished,High,7.0,4,No,No,106.26,0
Mumbai,Independent House,2,945,22,Fully-Furnished,Medium,4.0,1,Yes,No,209.43,0
Indore,Apartment,2,1177,6,Semi-Furnished,High,,2,Yes,No,55.03,0
Bangalore,Apartment,3,1319,6,Semi-Furnished,High,10.0,5,Yes,Yes,130.34,0
Jaipur,Apartment,3,1602,14,Semi-Furnished,Medium,10.0,1,Yes,Yes,93.96,0
Indore,Villa,2,1189,33,Fully-Furnished,Medium,5.0,3,Yes,Yes,47.33,0
Mumbai,Villa,2,1124,3,Unfurnished,High,1.0,1,Yes,No,251.74,0
Indore,Apartment,4,1691,13,Unfurnished,Medium,10.0,8,Yes,No,56.98,1
Bangalore,Independent House,3,1515,13,Unfurnished,High,3.0,2,Yes,Yes,103.39,1
Mumbai,Apartment,3,1466,15,Semi-Furnished,Low,8.0,5,Yes,Yes,223.35,1
Indore,Apartment,3,1295,6,Unfurnished,Low,3.0,0,Yes,Yes,42.27,1
Jaipur,Independent House,3,1643,31,Unfurnished,High,4.0,2,Yes,Yes,74.05,0
Jaipur,Independent House,2,987,18,Unfurnished,High,4.0,7,Yes,Yes,44.88,0
Delhi,Villa,2,933,1,Semi-Furnished,High,9.0,4,No,No,128.06,1
Indore,Independent House,3,1548,9,Unfurnished,Medium,7.0,7,No,Yes,50.44,1
Pune,Apartment,1,600,16,Unfurnished,High,5.0,1,Yes,No,51.9,0
Indore,Independent House,3,1287,36,Unfurnished,High,9.0,6,Yes,Yes,54.53,0
Mumbai,Apartment,2,1123,11,Unfurnished,High,6.0,8,Yes,Yes,208.02,1
Mumbai,Apartment,1,688,5,Semi-Furnished,Medium,5.0,6,Yes,No,164.77,0
Indore,Apartment,2,877,21,Unfurnished,Medium,4.0,2,Yes,Yes,28.61,1
Bangalore,Apartment,3,1206,31,Unfurnished,High,4.0,6,No,Yes,94.43,1
Jaipur,Apartment,3,1664,40,Semi-Furnished,Medium,2.0,7,Yes,No,49.24,1
Mumbai,Apartment,2,989,19,Unfurnished,Medium,6.0,0,Yes,No,210.89,0
Jaipur,Apartment,4,1735,0,Unfurnished,Medium,9.0,2,Yes,Yes,72.38,0
Mumbai,Apartment,3,1275,5,Fully-Furnished,Medium,4.0,4,Yes,Yes,288.67,0
Delhi,Apartment,4,1774,18,Unfurnished,Medium,6.0,5,Yes,Yes,272.41,0
Pune,Apartment,2,1008,17,Unfurnished,Low,1.0,2,Yes,No,84.46,0
Mumbai,Apartment,3,1230,5,Unfurnished,High,8.0,3,Yes,No,252.45,0
Jaipur,Villa,3,1397,32,Semi-Furnished,Medium,7.0,4,Yes,Yes,55.71,1
Delhi,Independent House,2,1178,22,Semi-Furnished,Medium,4.0,2,No,Yes,182.94,0
Mumbai,Villa,3,1631,22,Semi-Furnished,Low,1.0,3,Yes,No,302.13,1
Bangalore,Apartment,1,400,25,Semi-Furnished,Low,5.0,4,Yes,Yes,35.46,0
Pune,Villa,5,2219,12,Unfurnished,Low,7.0,1,Yes,Yes,158.34,1
Mumbai,Apartment,3,1593,6,Unfurnished,High,6.0,8,Yes,Yes,345.93,0
Delhi,Apartment,2,1181,14,Fully-Furnished,Low,7.0,7,Yes,Yes,148.51,1
Bangalore,Apartment,2,1029,26,Fully-Furnished,High,3.0,5,Yes,No,125.43,0
Indore,Independent House,2,903,25,Unfurnished,Low,2.0,2,Yes,Yes,27.05,1
Delhi,Apartment,3,1508,32,Semi-Furnished,Low,6.0,1,Yes,Yes,160.4,1
Delhi,Apartment,3,1648,14,Unfurnished,Low,1.0,6,Yes,No,181.38,1
Bangalore,Apartment,2,1185,35,,Low,4.0,7,Yes,Yes,85.56,1
Delhi,Independent House,4,1693,26,Unfurnished,High,6.0,0,Yes,Yes,196.17,1
Bangalore,Apartment,2,887,4,Unfurnished,High,0.0,5,Yes,No,79.33,0
Mumbai,Apartment,2,816,1,Semi-Furnished,Medium,3.0,6,Yes,No,209.82,0
Bangalore,Apartment,4,1975,32,Semi-Furnished,Low,1.0,8,Yes,Yes,161.4,1
Bangalore,Apartment,3,1486,15,Unfurnished,Medium,5.0,2,Yes,Yes,102.54,1
Pune,Villa,4,1809,22,Unfurnished,Medium,0.0,1,Yes,Yes,147.98,0
Bangalore,Apartment,2,908,37,Fully-Furnished,High,6.0,4,No,Yes,81.58,0
Bangalore,Independent House,2,881,15,Unfurnished,Low,2.0,0,Yes,Yes,84.7,0
Indore,Apartment,2,1107,13,Semi-Furnished,High,0.0,5,No,Yes,56.14,0
Mumbai,Villa,2,920,28,Unfurnished,Medium,7.0,8,Yes,Yes,127.76,1
Pune,Apartment,3,1532,25,Semi-Furnished,Medium,6.0,8,Yes,No,129.55,0
Indore,Apartment,2,950,34,Unfurnished,Medium,1.0,6,Yes,Yes,37.67,0
Jaipur,Apartment,2,781,14,Unfurnished,Low,6.0,6,Yes,Yes,31.54,1
Mumbai,Apartment,3,1307,2,Unfurnished,High,2.0,7,Yes,Yes,338.49,0
Mumbai,Apartment,2,734,22,Unfurnished,Low,8.0,1,Yes,Yes,137.65,1
Jaipur,Villa,1,530,28,Unfurnished,High,7.0,5,No,No,24.58,0
Bangalore,Apartment,3,1303,33,Semi-Furnished,Low,,4,Yes,No,104.72,1
Indore,Villa,1,550,32,Unfurnished,High,6.0,4,Yes,No,13.37,1
Delhi,Independent House,3,1560,40,,Low,2.0,2,No,No,165.88,1
Pune,Apartment,1,692,40,Semi-Furnished,High,0.0,2,No,Yes,49.28,1
Delhi,Villa,1,400,22,Semi-Furnished,High,0.0,5,Yes,No,65.38,0
Jaipur,Villa,2,1132,6,Fully-Furnished,High,10.0,6,Yes,Yes,69.88,0
Mumbai,Apartment,3,1308,2,Semi-Furnished,Medium,1.0,0,Yes,Yes,288.33,0
Mumbai,Independent House,3,1447,31,Semi-Furnished,High,7.0,2,Yes,No,239.86,1
Pune,Apartment,3,1319,30,Semi-Furnished,Medium,0.0,0,Yes,No,100.96,1
Mumbai,Apartment,2,826,17,Fully-Furnished,Low,10.0,2,Yes,No,153.42,1
Mumbai,Villa,3,1535,6,Fully-Furnished,Medium,4.0,4,Yes,No,331.46,0
Pune,Apartment,3,1634,40,Unfurnished,Low,8.0,8,No,No,136.11,0
Indore,Apartment,2,768,0,Unfurnished,High,8.0,2,No,Yes,29.8,0
Indore,Apartment,2,1178,13,Unfurnished,Low,1.0,8,Yes,No,31.58,1
Pune,Independent House,2,1140,31,Semi-Furnished,Medium,6.0,0,Yes,Yes,90.32,0
Jaipur,Independent House,3,1338,5,Semi-Furnished,Medium,10.0,5,Yes,No,67.83,0
Mumbai,Apartment,2,1168,38,Semi-Furnished,Medium,0.0,8,Yes,No,235.74,1
Mumbai,Villa,3,1223,9,Unfurnished,Medium,2.0,4,Yes,Yes,286.6,0
Jaipur,Independent House,3,1507,6,Semi-Furnished,Low,,1,No,No,66.63,0
Indore,Apartment,2,804,25,Fully-Furnished,Medium,8.0,4,Yes,Yes,31.33,0
Bangalore,Apartment,3,1545,33,Unfurnished,Medium,9.0,0,Yes,No,134.3,0
Bangalore,Villa,4,1706,29,Semi-Furnished,High,1.0,8,Yes,Yes,188.44,0
Bangalore,Independent House,4,1904,35,Unfurnished,High,6.0,8,No,Yes,125.14,1
Indore,Independent House,1,400,20,Fully-Furnished,High,3.0,5,No,Yes,15.48,0
Indore,Apartment,2,1177,16,Fully-Furnished,Low,1.0,8,No,Yes,49.55,0
Jaipur,Apartment,1,464,32,Semi-Furnished,Medium,2.0,2,Yes,Yes,18.39,1
Mumbai,Apartment,1,400,9,Semi-Furnished,Low,5.0,3,Yes,Yes,60.74,1
Jaipur,Apartment,3,1308,11,Fully-Furnished,Low,9.0,5,Yes,Yes,53.46,1
Jaipur,Apartment,2,1090,15,Semi-Furnished,Low,8.0,3,Yes,Yes,46.55,0
Indore,Villa,3,1370,40,Unfurnished,Medium,7.0,0,No,Yes,41.73,1
Bangalore,Apartment,3,1444,31,Semi-Furnished,Low,9.0,6,Yes,Yes,105.39,1
Delhi,Independent House,4,1749,14,Unfurnished,Medium,10.0,4,Yes,No,324.81,0
Mumbai,Apartment,3,1272,26,Unfurnished,High,8.0,7,Yes,Yes,254.13,1
Indore,Apartment,5,2419,27,Fully-Furnished,Medium,3.0,8,Yes,Yes,93.96,0
Bangalore,Apartment,3,1373,16,Semi-Furnished,Medium,3.0,4,Yes,Yes,126.28,0
Delhi,Apartment,4,1987,1,Unfurnished,Medium,8.0,7,Yes,Yes,305.67,0
Delhi,Apartment,1,400,35,Unfurnished,Medium,7.0,0,Yes,No,47.67,1
Indore,Independent House,4,1790,6,Unfurnished,Low,1.0,0,Yes,Yes,45.09,1
Pune,Independent House,2,1178,12,Unfurnished,Medium,7.0,6,No,Yes,79.12,1
Mumbai,Apartment,1,471,14,Unfurnished,Medium,0.0,5,Yes,Yes,90.43,1
Delhi,Apartment,3,1418,24,Semi-Furnished,High,8.0,4,Yes,No,231.64,0
Indore,Independent House,2,1129,22,Unfurnished,High,8.0,4,Yes,No,40.43,1
Indore,Apartment,3,1482,21,,Medium,7.0,8,Yes,Yes,47.62,1
Bangalore,Apartment,3,1654,25,Unfurnished,Medium,10.0,0,No,Yes,152.48,0
Pune,Apartment,1,654,32,Fully-Furnished,Low,4.0,7,Yes,Yes,57.48,0
Mumbai,Independent House,3,1656,10,Unfurnished,High,4.0,1,Yes,No,284.82,1
Jaipur,Apartment,3,1253,9,Unfurnished,Medium,2.0,6,No,Yes,54.12,0
Bangalore,Apartment,4,1791,24,Unfurnished,Low,4.0,5,No,Yes,83.02,1
Delhi,Independent House,2,1168,36,Semi-Furnished,Low,3.0,1,Yes,Yes,130.61,1
Delhi,Apartment,2,1062,37,Semi-Furnished,Low,0.0,2,Yes,Yes,158.57,0
Bangalore,Apartment,3,1261,40,Unfurnished,High,8.0,3,Yes,Yes,99.68,1
Indore,Apartment,3,1291,23,Unfurnished,Low,,6,No,Yes,33.53,1
Delhi,Independent House,2,985,39,Unfurnished,Medium,3.0,7,Yes,Yes,90.15,1
Pune,Apartment,2,1051,32,,Medium,2.0,1,Yes,Yes,65.19,1
Mumbai,Independent House,2,759,16,Semi-Furnished,Medium,5.0,7,Yes,Yes,142.53,1
Pune,Villa,2,1076,23,Unfurnished,High,0.0,8,Yes,Yes,60.97,1
Delhi,Apartment,3,1521,36,Unfurnished,High,4.0,6,No,No,202.72,1
Jaipur,Independent House,2,1195,1,Unfurnished,Medium,6.0,0,No,No,57.81,0
Mumbai,Apartment,3,1654,31,Unfurnished,Low,1.0,5,Yes,No,266.61,1
Mumbai,Apartment,2,1176,23,Semi-Furnished,Medium,9.0,7,Yes,No,306.02,0
Bangalore,Apartment,1,677,8,Unfurnished,Medium,8.0,4,Yes,Yes,57.28,1
Bangalore,Apartment,3,1489,3,Unfurnished,Medium,5.0,1,No,Yes,163.97,0
Jaipur,Apartment,2,981,16,Unfurnished,Medium,1.0,4,No,Yes,31.6,1
Indore,Apartment,2,1157,16,Fully-Furnished,Low,7.0,7,No,Yes,46.52,0
Mumbai,Apartment,4,1745,29,Fully-Furnished,Medium,7.0,1,No,Yes,379.13,0
Jaipur,Independent House,2,786,39,Unfurnished,Low,0.0,0,Yes,Yes,23.0,1
Bangalore,Apartment,3,1316,10,Unfurnished,High,0.0,3,No,Yes,130.1,0
Bangalore,Independent House,3,1234,20,Unfurnished,Medium,0.0,3,Yes,No,92.01,1
Mumbai,Apartment,3,1530,20,Semi-Furnished,High,3.0,8,Yes,Yes,320.18,0
Pune,Apartment,3,1592,17,Unfurnished,Low,3.0,2,Yes,No,110.54,1
Delhi,Apartment,3,1356,28,Semi-Furnished,Medium,7.0,3,Yes,Yes,140.23,1
Bangalore,Apartment,2,1106,23,Semi-Furnished,High,0.0,2,No,Yes,110.76,0
Indore,Apartment,3,1439,9,Fully-Furnished,Low,9.0,1,Yes,Yes,63.08,0
Indore,Villa,4,1784,16,Unfurnished,High,2.0,3,No,Yes,65.77,1
Bangalore,Independent House,3,1239,17,Fully-Furnished,Medium,10.0,7,Yes,Yes,122.68,0
Pune,Independent House,2,1143,19,Semi-Furnished,Medium,0.0,0,Yes,Yes,77.91,1
Pune,Apartment,3,1405,36,Unfurnished,Medium,8.0,7,Yes,Yes,76.04,1
Jaipur,Independent House,3,1265,17,Unfurnished,Medium,9.0,7,Yes,Yes,48.05,1
Indore,Apartment,1,715,16,Unfurnished,Medium,8.0,2,Yes,Yes,28.53,0
Jaipur,Apartment,3,1346,8,Unfurnished,Medium,6.0,5,Yes,Yes,57.01,0
Indore,Independent House,1,711,13,Unfurnished,Medium,7.0,3,No,No,24.5,1
Delhi,Apartment,3,1400,28,Semi-Furnished,Medium,0.0,0,Yes,Yes,192.69,1
Delhi,Apartment,2,931,30,Unfurnished,Low,4.0,0,Yes,No,93.84,1
Mumbai,Apartment,3,1265,3,Fully-Furnished,Low,1.0,4,No,Yes,237.3,1
Jaipur,Apartment,3,1406,17,Unfurnished,Low,0.0,7,Yes,Yes,51.12,1
Bangalore,Villa,5,2232,19,Fully-Furnished,Medium,2.0,0,Yes,Yes,183.58,1
Jaipur,Apartment,3,1547,8,Unfurnished,High,6.0,1,Yes,Yes,58.8,1
Bangalore,Independent House,4,1796,12,Semi-Furnished,High,0.0,6,Yes,No,203.9,0
Pune,Apartment,4,1999,14,Unfurnished,Low,10.0,7,Yes,No,196.72,0
Jaipur,Apartment,3,1446,26,Unfurnished,High,1.0,2,Yes,No,45.48,1
Pune,Apartment,3,1364,14,Fully-Furnished,Medium,1.0,7,Yes,No,111.52,0
Delhi,Apartment,2,823,27,Unfurnished,High,3.0,0,Yes,Yes,114.65,0
Delhi,Apartment,3,1203,36,Semi-Furnished,High,2.0,8,Yes,No,119.02,1
Mumbai,Villa,2,961,18,Semi-Furnished,High,2.0,1,Yes,Yes,206.71,0
Jaipur,Independent House,2,1090,25,Semi-Furnished,Low,9.0,1,No,No,40.65,1
Pune,Independent House,4,1998,25,Semi-Furnished,Low,4.0,3,Yes,Yes,154.36,1
Bangalore,Independent House,3,1296,24,Semi-Furnished,Low,2.0,2,Yes,Yes,92.94,1
Delhi,Independent House,2,900,25,Unfurnished,High,10.0,3,No,Yes,113.44,1
Delhi,Apartment,4,1800,25,Semi-Furnished,Medium,6.0,5,No,Yes,276.09,0
Bangalore,Independent House,3,1632,27,Fully-Furnished,High,4.0,6,No,Yes,167.04,0
Pune,Apartment,3,1653,17,Unfurnished,Medium,3.0,4,No,No,139.95,0
Pune,Apartment,1,448,31,Unfurnished,High,2.0,1,Yes,Yes,24.67,1
Jaipur,Apartment,4,2029,2,Semi-Furnished,Low,3.0,2,Yes,Yes,80.96,1
Jaipur,Apartment,2,1027,1,Unfurnished,Low,1.0,2,Yes,Yes,53.57,0
Indore,Apartment,3,1561,32,Unfurnished,Medium,0.0,4,Yes,No,49.82,1
Indore,Independent House,5,2260,18,Unfurnished,Medium,2.0,4,Yes,Yes,79.12,1
Mumbai,Apartment,4,2112,16,Semi-Furnished,Medium,10.0,3,Yes,No,435.59,0
Delhi,Apartment,2,859,32,Unfurnished,High,1.0,7,No,No,138.92,0
Jaipur,Apartment,1,672,11,Semi-Furnished,Low,0.0,5,Yes,No,25.02,1
Pune,Apartment,4,1822,2,Semi-Furnished,Medium,0.0,5,Yes,Yes,176.84,0
Bangalore,Apartment,3,1307,25,Unfurnished,High,1.0,0,Yes,Yes,118.5,0
Pune,Apartment,2,1050,34,Semi-Furnished,Low,8.0,5,Yes,No,56.34,1
Delhi,Apartment,3,1498,7,Fully-Furnished,High,4.0,2,No,No,248.72,0
Indore,Apartment,2,1185,35,Semi-Furnished,High,8.0,5,No,No,37.15,1
Pune,Villa,3,1531,6,Fully-Furnished,Low,7.0,5,No,Yes,107.99,1
Mumbai,Villa,3,1277,35,Unfurnished,Medium,10.0,1,Yes,Yes,261.77,0
Delhi,Apartment,3,1539,15,Semi-Furnished,Medium,5.0,0,No,Yes,180.21,1
Indore,Apartment,2,892,23,Unfurnished,High,0.0,2,Yes,No,36.95,0
Bangalore,Apartment,4,1820,0,Unfurnished,Medium,9.0,4,No,No,150.55,1
Indore,Villa,3,1529,24,Unfurnished,Medium,4.0,3,Yes,Yes,63.01,0
Mumbai,Apartment,3,1509,9,Unfurnished,High,0.0,6,Yes,Yes,317.82,0
Delhi,Apartment,2,803,15,Fully-Furnished,Low,6.0,3,No,Yes,122.5,0
Bangalore,Villa,4,1930,15,Unfurnished,High,9.0,7,Yes,No,164.89,1
Mumbai,Apartment,3,1245,7,Semi-Furnished,High,10.0,6,No,Yes,200.84,1
Indore,Apartment,3,1541,28,Semi-Furnished,Medium,7.0,8,Yes,Yes,40.38,1
Mumbai,Apartment,2,1121,38,Semi-Furnished,High,7.0,0,No,Yes,154.43,1
Delhi,Independent House,3,1354,27,Unfurnished,High,6.0,4,No,Yes,190.81,0
Jaipur,Independent House,3,1369,5,Semi-Furnished,Low,1.0,3,Yes,No,59.35,0
Mumbai,Villa,1,400,15,Unfurnished,Medium,4.0,5,Yes,No,87.22,0
Mumbai,Apartment,3,1483,19,Unfurnished,Medium,3.0,0,Yes,No,259.62,1
Indore,Apartment,4,2036,15,Fully-Furnished,Low,4.0,5,No,No,53.17,1
Indore,Independent House,3,1466,6,Unfurnished,High,9.0,0,Yes,Yes,72.97,0
Bangalore,Independent House,2,867,40,Unfurnished,Low,8.0,0,Yes,No,68.3,1
Indore,Apartment,3,1510,13,Fully-Furnished,Medium,3.0,7,Yes,No,65.87,0
Pune,Independent House,3,1674,25,Unfurnished,Medium,7.0,1,Yes,No,141.1,0
Delhi,Apartment,3,1455,25,Semi-Furnished,Low,7.0,5,Yes,Yes,182.23,1
Delhi,Apartment,3,1220,13,Unfurnished,High,1.0,5,Yes,No,189.47,0
Jaipur,Villa,2,1153,6,Unfurnished,High,5.0,5,No,No,48.32,0
Jaipur,Apartment,2,1151,32,Unfurnished,Medium,4.0,7,Yes,Yes,35.13,1
Delhi,Independent House,3,1529,25,Unfurnished,Low,1.0,3,Yes,Yes,141.4,1
Jaipur,Apartment,1,687,19,Unfurnished,Low,9.0,2,Yes,No,23.08,1
Bangalore,Apartment,2,1101,2,Semi-Furnished,Medium,3.0,5,Yes,No,151.83,0
Indore,Independent House,4,1888,3,Semi-Furnished,Medium,6.0,3,No,Yes,60.11,1
Delhi,Independent House,4,1904,25,Fully-Furnished,Medium,0.0,1,Yes,Yes,233.65,1
Jaipur,Apartment,1,659,10,Unfurnished,High,8.0,5,Yes,Yes,30.62,0
Delhi,Apartment,2,797,1,Semi-Furnished,Medium,9.0,4,Yes,Yes,169.65,0
Pune,Apartment,2,1142,13,Semi-Furnished,High,0.0,8,No,No,85.51,1
Mumbai,Apartment,3,1607,29,Fully-Furnished,Medium,4.0,5,No,Yes,296.23,1
Indore,Independent House,1,519,11,Unfurnished,Medium,6.0,2,Yes,Yes,21.34,0
Delhi,Independent House,3,1228,25,Semi-Furnished,High,7.0,4,Yes,No,193.93,0
Mumbai,Apartment,2,1060,32,Fully-Furnished,Medium,1.0,7,Yes,Yes,189.05,1
Jaipur,Apartment,4,1780,12,Unfurnished,High,3.0,8,No,No,70.24,1
Mumbai,Apartment,1,579,13,Fully-Furnished,Medium,1.0,7,Yes,Yes,140.38,0
Indore,Independent House,3,1287,23,Unfurnished,Low,3.0,2,No,No,40.24,1
Delhi,Apartment,2,1093,33,Semi-Furnished,High,,8,No,No,155.54,0
Pune,Apartment,4,1838,25,Fully-Furnished,Medium,5.0,2,No,Yes,144.95,0
Jaipur,Apartment,3,1489,20,Semi-Furnished,High,1.0,7,Yes,No,70.39,0
Delhi,Apartment,2,1016,27,Unfurnished,High,10.0,8,Yes,No,147.34,0
Indore,Apartment,3,1591,35,Unfurnished,Low,3.0,6,No,No,33.81,1
Jaipur,Apartment,2,1094,39,Fully-Furnished,Medium,3.0,3,Yes,Yes,39.3,1
Bangalore,Independent House,3,1650,1,Semi-Furnished,Medium,0.0,8,Yes,Yes,171.79,0
Mumbai,Independent House,2,1155,8,Unfurnished,Medium,1.0,2,Yes,Yes,271.32,0
Indore,Villa,3,1672,22,Semi-Furnished,High,2.0,2,Yes,Yes,62.55,0
Bangalore,Apartment,3,1424,14,Semi-Furnished,Medium,10.0,1,Yes,Yes,94.11,1
Delhi,Apartment,5,2554,12,Unfurnished,Medium,4.0,2,Yes,Yes,422.13,0
Pune,Apartment,3,1229,22,Unfurnished,High,10.0,0,Yes,No,110.5,0
Jaipur,Apartment,3,1403,16,Unfurnished,Low,7.0,3,Yes,Yes,55.08,1
Mumbai,Independent House,2,1058,1,Semi-Furnished,High,5.0,7,Yes,No,244.09,0
Jaipur,Apartment,3,1251,19,Semi-Furnished,Medium,2.0,4,Yes,No,57.09,0
Delhi,Apartment,1,400,19,Semi-Furnished,High,5.0,1,Yes,Yes,56.17,0
Jaipur,Independent House,3,1436,2,Fully-Furnished,Medium,6.0,2,No,Yes,80.9,0
Mumbai,Independent House,4,1787,11,Fully-Furnished,Low,5.0,0,No,No,495.99,0
Delhi,Apartment,3,1409,39,Semi-Furnished,Medium,9.0,1,No,Yes,157.56,1
Jaipur,Apartment,2,724,1,,Low,5.0,0,No,Yes,34.37,0
Pune,Apartment,2,929,35,Semi-Furnished,High,0.0,1,Yes,No,63.79,1
Indore,Apartment,1,400,13,Unfurnished,Low,2.0,2,Yes,Yes,16.17,0
Delhi,Apartment,3,1642,15,Semi-Furnished,High,6.0,0,Yes,No,244.77,0
Indore,Apartment,2,847,18,Semi-Furnished,Medium,3.0,8,Yes,No,38.62,0
Delhi,Independent House,3,1239,33,Unfurnished,Medium,3.0,4,Yes,Yes,142.84,1
Pune,Apartment,2,1189,5,Fully-Furnished,Low,6.0,7,Yes,No,90.26,1
Indore,Apartment,4,1845,12,Unfurnished,Medium,8.0,4,No,Yes,65.05,1
Bangalore,Apartment,3,1284,35,Semi-Furnished,Medium,10.0,7,Yes,No,97.8,1
Mumbai,Apartment,3,1574,21,Unfurnished,Medium,1.0,6,Yes,No,313.38,1
Bangalore,Independent House,3,1469,17,Fully-Furnished,High,8.0,3,No,Yes,144.11,0
Jaipur,Apartment,4,1794,11,Unfurnished,Medium,2.0,6,No,Yes,78.18,0
Pune,Apartment,2,1154,29,Unfurnished,Medium,5.0,5,Yes,Yes,84.22,1
Bangalore,Apartment,4,1998,39,Unfurnished,Medium,3.0,2,No,Yes,136.07,1
Delhi,Villa,1,456,6,Unfurnished,Low,0.0,8,Yes,No,65.73,0
Jaipur,Apartment,3,1593,31,Unfurnished,High,8.0,8,No,Yes,57.48,1
Jaipur,Villa,2,903,18,Semi-Furnished,Medium,10.0,4,Yes,Yes,49.48,0
Bangalore,Apartment,2,1053,5,Unfurnished,Low,5.0,7,Yes,Yes,96.32,0
Bangalore,Apartment,3,1478,19,Unfurnished,Medium,7.0,6,No,Yes,135.83,0
Pune,Apartment,3,1475,26,Unfurnished,Medium,1.0,8,Yes,No,102.72,1
Mumbai,Independent House,3,1493,36,Fully-Furnished,Medium,6.0,6,Yes,Yes,257.24,1
Bangalore,Independent House,1,696,6,Semi-Furnished,Medium,5.0,3,Yes,No,75.32,0
Bangalore,Apartment,4,1830,4,Semi-Furnished,Low,1.0,3,Yes,No,177.63,0
Indore,Apartment,2,890,10,Semi-Furnished,Medium,1.0,7,No,Yes,21.36,1
Delhi,Apartment,2,943,14,Unfurnished,High,3.0,5,Yes,Yes,180.35,0
Indore,Apartment,3,1505,2,Unfurnished,Low,3.0,8,Yes,Yes,62.76,0
Indore,Apartment,2,1135,4,Unfurnished,High,2.0,6,Yes,Yes,45.12,0
Jaipur,Independent House,3,1373,22,Fully-Furnished,Low,7.0,6,Yes,Yes,62.25,0
Mumbai,Independent House,1,400,36,Fully-Furnished,High,6.0,3,Yes,No,88.73,0
Delhi,Apartment,3,1364,8,Semi-Furnished,Medium,1.0,2,Yes,No,219.71,0
Pune,Apartment,3,1337,14,Unfurnished,Medium,2.0,7,No,Yes,90.51,1
Pune,Independent House,2,1046,2,Unfurnished,Low,,6,Yes,Yes,84.34,0
Bangalore,Independent House,1,420,28,Unfurnished,Low,8.0,3,Yes,Yes,32.97,1
Bangalore,Apartment,2,1165,5,Semi-Furnished,Low,4.0,3,Yes,No,126.87,0
Pune,Apartment,3,1235,16,Unfurnished,Low,1.0,0,Yes,Yes,91.54,1
Bangalore,Apartment,2,1103,25,Fully-Furnished,Medium,2.0,6,Yes,Yes,106.21,0
Mumbai,Apartment,1,516,20,Unfurnished,Medium,7.0,0,No,Yes,86.26,1
Indore,Apartment,4,1888,7,Fully-Furnished,Medium,3.0,3,No,No,81.85,0
Bangalore,Apartment,2,994,20,Semi-Furnished,High,1.0,2,Yes,Yes,106.49,0
Jaipur,Apartment,2,1161,10,Semi-Furnished,Medium,1.0,2,Yes,Yes,46.27,1
Bangalore,Apartment,1,400,37,Semi-Furnished,Medium,5.0,0,No,Yes,29.24,1
Delhi,Apartment,4,1888,7,Semi-Furnished,Medium,7.0,3,Yes,Yes,243.68,1
Mumbai,Apartment,2,1063,23,Semi-Furnished,Medium,6.0,0,Yes,No,168.63,1
Delhi,Independent House,3,1289,34,Semi-Furnished,Medium,3.0,7,No,Yes,140.74,1
Delhi,Independent House,4,1698,13,Semi-Furnished,High,1.0,0,No,Yes,288.76,0
Jaipur,Apartment,2,979,13,Fully-Furnished,Low,,5,Yes,No,41.62,0
Mumbai,Apartment,3,1635,9,Semi-Furnished,Low,3.0,6,Yes,Yes,295.77,1
Mumbai,Independent House,1,425,11,Semi-Furnished,Medium,8.0,1,Yes,Yes,121.67,0
Mumbai,Apartment,3,1470,37,Fully-Furnished,Low,4.0,3,Yes,No,239.53,1
Mumbai,Apartment,4,1879,33,Unfurnished,High,10.0,2,No,No,391.6,0
Mumbai,Apartment,2,1018,40,Unfurnished,High,10.0,8,Yes,Yes,193.01,1
Jaipur,Apartment,4,1698,9,Semi-Furnished,Low,6.0,6,Yes,No,74.79,0
Bangalore,Apartment,4,1984,16,Semi-Furnished,Low,4.0,1,Yes,No,123.28,1
Delhi,Independent House,2,1148,16,Fully-Furnished,Medium,1.0,5,Yes,Yes,207.57,0
